OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,Chart_MedAge
59,59,18,035,FLAGLER,Flagler,FL,3784,42,34,181,360,443,534,757,743,474,210,6,0 to 119,59,2222,1508,54,3749,35,0,65,3637,37,162,37,177,3601,6,0,3743,149,23,5,0,101,71,0,172,0,1,11,22,22,27,44,33,14,3,0,7 to 94,56,105,22,38,7,21,142,9,30,3,19,2,1,4,177,73,104,172,5,0,3904,30,4121,3934,177,4,58,29,1294754947.55994,220559.838719988,56
60,60,26,051,HENDRY,Hendry,FL,1955,60,52,222,346,291,280,284,176,132,105,7,0 to 119,45,993,952,10,1953,2,0,52,1688,32,331,2,337,1617,0,1,1952,304,33,0,0,126,211,0,337,8,5,36,82,67,46,34,19,23,17,0,0 to 101,40,243,50,10,34,214,105,18,70,0,44,0,0,12,337,211,126,337,0,0,1743,2,2085,1745,337,12,405,157,3080878042.06929,290231.154940413,48
61,61,31,061,INDIAN RIVER,Indian River,FL,4980,47,46,273,425,430,586,850,1030,746,532,15,0 to 119,63,3033,1922,25,4909,71,0,118,4655,77,257,57,119,4808,0,53,4858,95,13,9,2,56,52,0,108,0,2,7,13,9,15,17,28,17,11,0,5 to 96,63,74,9,16,9,8,79,21,50,6,28,3,0,9,119,59,60,108,11,0,4871,58,5049,4929,119,9,489,178,1319798862.49319,234087.653130679,64
62,62,6,011,BROWARD,Broward,FL,91213,1024,1308,5797,13060,13870,16177,17538,12269,6559,3419,192,0 to 119,51,49694,39851,1668,89795,1418,0,1650,85278,2336,6910,969,6799,84350,43,21,89734,5445,1190,140,24,3351,3281,3,6635,25,74,534,1062,1074,1256,1225,765,488,295,1,0 to 102,50,3366,2463,644,162,2229,4260,146,2261,67,1432,55,22,300,6799,3386,3410,6635,164,0,89184,1251,97380,90435,6799,300,832,476,3142374056.01305,291881.846057183,50
63,63,17,033,ESCAMBIA,Escambia,FL,17226,423,422,1353,2199,2013,2348,3231,2724,1571,908,34,0 to 119,54,10440,6748,38,14645,2581,0,133,16721,183,604,61,769,16447,8,2,14635,567,62,140,0,370,259,0,629,5,13,77,84,104,92,128,102,104,60,0,0 to 105,55,290,230,17,92,14,458,157,84,0,64,0,0,26,769,310,459,629,140,0,15092,2441,18320,17533,769,26,140,65,1767890300.40206,439974.169549806,54
64,64,47,093,OKEECHOBEE,Okeechobee,FL,1482,21,32,204,168,153,184,225,175,174,135,11,0 to 119,53,886,575,21,1475,7,0,47,1390,2,86,7,67,1415,0,0,1475,45,21,1,0,32,34,0,66,0,4,21,10,12,7,7,3,2,1,0,6 to 87,34,46,12,1,7,23,35,8,3,0,6,1,0,0,67,35,32,66,1,0,1486,6,1561,1492,67,0,64,36,2307690905.70045,272539.677334045,56
65,65,19,037,FRANKLIN,Franklin,FL,449,2,4,24,33,31,48,100,121,71,15,0,0 to 95,63,248,197,4,445,4,0,8,441,0,5,3,2,447,0,0,445,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,25 to 60,42,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,1,0,537,3,542,540,2,0,3,2,1445840682.56789,446544.245992026,42
66,66,1,001,ALACHUA,Alachua,FL,14686,207,190,1486,2681,2172,2153,2484,1840,873,534,66,0 to 119,47,8492,6041,153,14424,262,0,183,14335,61,374,55,370,14308,8,0,14416,299,52,8,11,211,140,0,351,3,5,53,65,40,57,55,56,22,13,1,0 to 103,49,142,128,25,56,31,259,61,105,5,74,4,0,7,370,149,221,351,19,0,15285,243,15913,15528,370,7,78,57,2510756491.26947,272135.471452184,49
67,67,55,109,ST. JOHNS,St. Johns,FL,9477,128,218,658,952,1383,1569,1730,1595,845,383,16,0 to 119,53,5272,4084,121,9448,29,0,217,8999,208,345,119,241,9203,24,9,9415,186,44,8,3,115,115,0,230,2,5,19,21,28,52,56,40,14,4,0,2 to 97,53,182,16,16,16,15,190,25,59,3,38,3,0,5,241,122,119,230,11,0,10057,18,10356,10075,241,5,159,124,1658206648.51031,344848.248220385,53
68,999,999,999,Unknown,Unknown,FL,1379,0,2,63,146,175,186,174,140,219,272,2,6 to 119,60,946,427,6,126,1253,0,1,1375,0,3,8,85,1292,1,1,125,3,1,80,1,1,3,0,4,0,1,5,25,17,21,8,1,6,1,0,6 to 86,41,1,0,1,2,0,0,4,0,1,0,0,0,0,85,52,33,4,81,0,127,1171,1401,1298,85,0,14,12,426757389.663452,73231.2921286601,36
