OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,Chart_MedAge
59,59,18,035,FLAGLER,Flagler,FL,3841,42,38,185,364,448,542,764,761,481,210,6,0 to 119,59,2251,1538,52,3806,35,0,71,3676,37,180,37,195,3642,4,0,3802,165,25,5,0,112,78,0,190,0,4,13,23,23,31,48,35,15,3,0,5 to 94,55,115,29,39,7,23,158,9,32,3,22,2,1,4,195,80,115,190,5,0,5280,30,5509,5310,195,4,72,37,1294754947.55994,220559.838719988,56
60,60,26,051,HENDRY,Hendry,FL,2215,65,71,257,407,344,322,312,191,134,105,7,0 to 119,43,1097,1107,11,2213,2,0,101,1743,32,530,2,552,1661,0,2,2211,514,38,0,0,203,348,1,552,12,14,68,134,111,82,57,32,25,17,0,0 to 101,39,434,54,16,48,399,121,32,89,0,55,0,0,18,552,348,203,552,0,0,2633,2,3187,2635,552,18,641,271,3080878042.06929,290231.154940413,48
61,61,31,061,INDIAN RIVER,Indian River,FL,5199,48,54,288,451,454,616,872,1060,772,570,14,0 to 119,62,3174,2002,23,5128,71,0,163,4760,77,342,58,160,4999,0,40,5090,135,14,9,2,78,71,0,149,1,5,13,21,16,21,19,29,23,12,0,0 to 96,56,104,12,18,15,23,100,26,60,6,33,3,0,11,160,78,82,149,11,0,6659,58,6877,6717,160,11,668,212,1319798862.49319,234087.653130679,64
62,62,6,011,BROWARD,Broward,FL,93088,1060,1366,5961,13364,14156,16479,17900,12475,6668,3467,192,0 to 119,51,50691,40779,1618,91650,1438,0,1806,86293,2336,7882,980,7690,85331,46,21,91586,6294,1223,149,24,3821,3695,1,7517,39,110,636,1212,1222,1406,1393,835,524,313,0,0 to 102,49,3791,2769,690,267,2537,4728,252,2460,66,1564,54,21,334,7690,3806,3883,7517,173,0,112111,1262,121125,113373,7690,334,1339,975,3142374056.01305,291881.846057183,50
63,63,17,033,ESCAMBIA,Escambia,FL,17658,437,445,1380,2276,2059,2393,3303,2794,1606,929,36,0 to 119,54,10689,6929,40,14906,2752,0,146,17086,183,655,65,879,16771,7,1,14898,637,63,179,0,407,293,0,700,9,23,89,116,118,109,138,106,106,65,0,0 to 105,53,321,269,17,93,14,529,157,86,0,65,0,0,36,879,362,517,700,179,0,18838,2573,22297,21411,879,36,197,117,1767890300.40206,439974.169549806,54
64,64,47,093,OKEECHOBEE,Okeechobee,FL,1558,24,40,214,181,163,196,240,178,175,136,11,0 to 119,53,925,612,21,1551,7,0,53,1413,2,132,8,125,1433,0,0,1551,101,23,1,0,60,64,0,124,3,12,32,18,19,17,16,4,3,1,0,2 to 87,34,85,17,7,15,53,55,16,8,0,12,1,0,0,125,65,60,124,1,0,1899,6,2030,1905,125,0,134,87,2307690905.70045,272539.677334045,56
65,65,19,037,FRANKLIN,Franklin,FL,460,2,4,24,34,34,48,105,123,71,15,0,0 to 95,63,257,200,3,456,4,0,8,452,0,5,3,2,458,0,0,456,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,25 to 60,42,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,1,0,664,3,669,667,2,0,3,2,1445840682.56789,446544.245992026,42
66,66,1,001,ALACHUA,Alachua,FL,15228,210,205,1575,2784,2228,2211,2563,1900,912,574,66,0 to 119,47,8837,6239,152,14959,269,0,200,14825,61,418,56,396,14825,7,0,14952,324,53,8,11,220,157,0,377,3,5,61,70,47,61,57,56,22,13,1,0 to 103,47,152,137,36,52,45,280,52,119,5,79,4,0,8,396,166,230,377,19,0,23416,250,24069,23666,396,8,79,58,2510756491.26947,272135.471452184,49
67,67,55,109,ST. JOHNS,St. Johns,FL,9661,129,226,676,967,1414,1596,1760,1625,863,388,17,0 to 119,53,5385,4157,119,9633,28,0,225,9137,208,377,120,272,9362,21,6,9606,210,52,7,3,133,129,0,262,2,6,22,27,33,56,61,43,17,5,0,2 to 97,52,211,17,17,17,16,219,27,63,3,42,3,0,6,272,135,137,262,10,0,12222,18,12534,12240,272,6,183,145,1658206648.51031,344848.248220385,53
68,999,999,999,Unknown,Unknown,FL,1386,0,2,65,149,176,188,177,141,217,269,2,6 to 119,60,949,430,7,130,1256,0,1,1384,0,3,9,97,1287,1,1,129,6,1,89,1,3,4,0,7,0,1,7,26,19,21,9,4,7,3,0,6 to 96,41,1,0,1,5,0,0,7,0,1,0,0,0,0,97,56,40,7,90,0,341,1165,1618,1506,97,0,14,12,426757389.663452,73231.2921286601,36
