OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,Chart_MedAge
59,59,18,035,FLAGLER,Flagler,FL,3846,42,38,185,365,448,543,766,762,481,210,6,0 to 119,59,2253,1541,52,3811,35,0,70,3679,37,180,37,195,3647,4,0,3807,165,25,5,0,112,78,0,190,0,4,13,23,23,31,48,35,15,3,0,5 to 94,55,115,29,39,7,23,158,9,32,3,22,2,1,4,195,80,115,190,5,0,5738,30,5967,5768,195,4,72,37,1294754947.55994,220559.838719988,56
60,60,26,051,HENDRY,Hendry,FL,2232,65,73,261,409,345,324,316,193,134,105,7,0 to 119,43,1106,1115,11,2230,2,0,107,1741,32,545,2,558,1672,0,2,2228,520,38,0,0,206,351,1,558,12,15,69,135,111,83,59,32,25,17,0,0 to 101,39,443,54,17,44,408,122,28,90,0,55,0,0,18,558,351,206,558,0,0,2699,2,3259,2701,558,18,664,293,3080878042.06929,290231.154940413,48
61,61,31,061,INDIAN RIVER,Indian River,FL,5226,48,54,290,454,458,626,876,1064,772,570,14,0 to 119,62,3195,2008,23,5155,71,0,164,4767,77,359,59,164,5030,0,32,5125,139,14,9,2,80,73,0,153,1,5,14,22,18,21,19,29,23,12,0,0 to 96,55,106,12,19,16,25,101,27,62,6,33,3,0,11,164,80,84,153,11,0,7157,58,7379,7215,164,11,672,216,1319798862.49319,234087.653130679,64
62,62,6,011,BROWARD,Broward,FL,93258,1079,1378,5984,13385,14179,16496,17932,12490,6674,3468,193,0 to 119,51,50796,40849,1613,91820,1438,0,1826,86342,2336,8016,983,7804,85385,47,22,91754,6404,1227,149,24,3889,3741,1,7631,42,113,657,1232,1240,1421,1415,843,528,313,0,0 to 102,49,3848,2818,702,263,2583,4806,242,2477,66,1567,54,21,339,7804,3852,3951,7631,173,0,115410,1262,124538,116672,7804,339,1502,1137,3142374056.01305,291881.846057183,50
63,63,17,033,ESCAMBIA,Escambia,FL,17667,437,446,1382,2277,2059,2395,3304,2794,1608,929,36,0 to 119,54,10696,6931,40,14909,2758,0,146,17095,183,656,65,888,16771,7,1,14901,640,63,185,0,410,293,0,703,9,24,91,117,118,111,139,106,108,65,0,0 to 105,53,322,270,17,94,14,531,158,86,0,65,0,0,36,888,364,524,703,185,0,19313,2573,22781,21886,888,36,204,124,1767890300.40206,439974.169549806,54
64,64,47,093,OKEECHOBEE,Okeechobee,FL,1574,25,43,216,185,166,197,242,178,175,136,11,0 to 119,52,933,620,21,1567,7,0,54,1420,2,140,8,138,1436,0,0,1567,112,25,1,0,67,70,0,137,4,14,34,21,21,18,18,4,3,1,0,0 to 87,33,91,18,8,20,59,57,21,8,0,12,1,0,0,138,71,67,137,1,0,1952,6,2096,1958,138,0,144,97,2307690905.70045,272539.677334045,56
65,65,19,037,FRANKLIN,Franklin,FL,460,2,4,24,34,34,48,105,123,71,15,0,0 to 95,63,257,200,3,456,4,0,8,452,0,5,3,2,458,0,0,456,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,25 to 60,42,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,1,0,665,3,670,668,2,0,3,2,1445840682.56789,446544.245992026,42
66,66,1,001,ALACHUA,Alachua,FL,15234,210,205,1575,2786,2229,2213,2563,1901,912,574,66,0 to 119,47,8841,6242,151,14964,270,0,199,14829,61,423,56,399,14828,7,0,14957,326,53,9,11,222,157,0,379,3,5,61,72,47,61,57,57,22,13,1,0 to 103,46,154,137,36,52,46,282,51,121,5,79,4,0,8,399,167,232,379,20,0,24969,250,25625,25219,399,8,79,58,2510756491.26947,272135.471452184,49
67,67,55,109,ST. JOHNS,St. Johns,FL,9669,129,226,678,968,1415,1598,1761,1626,863,388,17,0 to 119,53,5391,4160,118,9641,28,0,226,9139,208,383,120,279,9364,20,6,9615,216,53,7,3,137,132,0,269,2,6,24,27,34,58,62,44,17,5,0,2 to 97,52,215,18,17,19,16,224,29,63,3,42,3,0,6,279,138,141,269,10,0,12768,18,13086,12786,279,6,185,147,1658206648.51031,344848.248220385,53
68,999,999,999,Unknown,Unknown,FL,1385,0,2,65,149,176,188,177,141,217,268,2,6 to 119,60,948,430,7,130,1255,0,1,1383,0,3,9,97,1286,1,1,129,6,1,89,1,3,4,0,7,0,1,7,26,19,21,9,4,7,3,0,6 to 96,41,1,0,1,5,0,0,7,0,1,0,0,0,0,97,56,40,7,90,0,351,1164,1627,1515,97,0,14,12,426757389.663452,73231.2921286601,36
